date,start,startformat,end,endformat,categorynum,category,details,amount,work,anxiety,attempts,day,times
3/21/2020,18:00:00,03/21/2020 18:00:00,7:00 PM,03/21/2020 19:00:00,4,Socializing,Movies with Friends,1,school,3,1,Saturday,
3/21/2020,23:00:00,03/21/2020 23:00:00,12:00 AM,03/21/2020 00:00:00,5,ETC,Photoshop,1,school,3,3,Saturday,
3/22/2020,0:00:00,03/22/2020 00:00:00,1:00 AM,03/22/2020 01:00:00,5,ETC,Photoshop,1,school,5,1,Sunday,
3/22/2020,2:00:00,03/22/2020 02:00:00,3:00 AM,03/22/2020 03:00:00,5,ETC,Photoshop,1,school,5,2,Sunday,
3/22/2020,15:00:00,03/22/2020 15:00:00,4:00 PM,03/22/2020 16:00:00,5,ETC,Photoshop,1,school,5,1,Sunday,
3/22/2020,20:00:00,03/22/2020 20:00:00,9:00 PM,03/22/2020 21:00:00,3,Social Media,Twitter,1,school,5,7,Sunday,
3/23/2020,13:00:00,03/23/2020 13:00:00,2:00 PM,03/23/2020 14:00:00,3,Social Media,Twitter,1,school,5,4,Monday,
3/23/2020,16:00:00,03/23/2020 16:00:00,5:00 PM,03/23/2020 17:00:00,4,Socializing,Facetime,2,school,5,2,Monday,
3/23/2020,18:00:00,03/23/2020 18:00:00,7:00 PM,03/23/2020 19:00:00,4,Socializing,Facetime,2,school,5,5,Monday,
3/23/2020,21:00:00,03/23/2020 21:00:00,10:00 PM,03/23/2020 22:00:00,4,Socializing,Facetime,2,school,5,4,Monday,
3/23/2020,22:00:00,03/23/2020 22:00:00,11:00 PM,03/23/2020 23:00:00,4,Socializing,Facetime,2,school,5,5,Monday,
3/23/2020,23:00:00,03/23/2020 23:00:00,12:00 AM,03/23/2020 00:00:00,4,Socializing,Facetime,2,school,5,2,Monday,
3/24/2020,8:00:00,03/24/2020 08:00:00,9:00 AM,03/24/2020 09:00:00,3,Social Media,Twitter,2,school,5,2,Tuesday,
3/24/2020,9:00:00,03/24/2020 09:00:00,10:00 AM,03/24/2020 10:00:00,3,Social Media,iMessage,2,school,5,3,Tuesday,
3/24/2020,16:00:00,03/24/2020 16:00:00,5:00 PM,03/24/2020 17:00:00,3,Social Media,Twitter,2,school,5,5,Tuesday,
3/25/2020,16:00:00,03/25/2020 16:00:00,5:00 PM,03/25/2020 17:00:00,3,Social Media,Twitter,2,school,5,5,Wednesday,
3/25/2020,19:00:00,03/25/2020 19:00:00,8:00 PM,03/25/2020 20:00:00,4,Socializing,Facetime,2,school,5,2,Wednesday,
3/25/2020,20:00:00,03/25/2020 20:00:00,9:00 PM,03/25/2020 21:00:00,4,Socializing,Facetime,2,school,5,2,Wednesday,
3/25/2020,21:00:00,03/25/2020 21:00:00,10:00 PM,03/25/2020 22:00:00,4,Socializing,Facetime,2,school,6,3,Wednesday,
3/25/2020,22:00:00,03/25/2020 22:00:00,11:00 PM,03/25/2020 23:00:00,4,Socializing,Facetime,2,school,6,4,Wednesday,
3/25/2020,23:00:00,03/25/2020 23:00:00,12:00 AM,03/25/2020 00:00:00,4,Socializing,Facetime,2,school,6,5,Wednesday,
3/26/2020,13:00:00,03/26/2020 13:00:00,2:00 PM,03/26/2020 14:00:00,2,Media Consumption,Youtube,1,school,4,1,Thursday,
3/26/2020,17:00:00,03/26/2020 17:00:00,6:00 PM,03/26/2020 18:00:00,3,Social Media,Twitter,1,school,4,3,Thursday,
3/26/2020,18:00:00,03/26/2020 18:00:00,7:00 PM,03/26/2020 19:00:00,6,ETC,Photoshop,1,school,4,0,Thursday,
3/26/2020,19:00:00,03/26/2020 19:00:00,8:00 PM,03/26/2020 20:00:00,6,ETC,Photoshop,1,school,4,0,Thursday,
3/26/2020,23:00:00,03/26/2020 23:00:00,12:00 AM,03/26/2020 00:00:00,6,ETC,Photoshop,1,school,4,0,Thursday,
3/27/2020,0:00:00,03/27/2020 00:00:00,1:00 AM,03/27/2020 01:00:00,6,ETC,Photoshop,1,school,4,0,Friday,
3/27/2020,1:00:00,03/27/2020 01:00:00,2:00 AM,03/27/2020 02:00:00,6,ETC,Photoshop,1,school,4,0,Friday,
3/27/2020,2:00:00,03/27/2020 02:00:00,3:00 AM,03/27/2020 03:00:00,6,ETC,Photoshop,1,school,4,0,Friday,
3/27/2020,12:00:00,03/27/2020 12:00:00,1:00 PM,03/27/2020 13:00:00,4,Socializing,Twitter,1,school,3,1,Friday,
3/27/2020,15:00:00,03/27/2020 15:00:00,4:00 PM,03/27/2020 16:00:00,3,Social Media,Twitter,1,school,3,2,Friday,
3/28/2020,0:00:00,03/28/2020 00:00:00,1:00 AM,03/28/2020 01:00:00,6,ETC,Photoshop,1,school,3,0,Saturday,
3/28/2020,16:00:00,03/28/2020 16:00:00,5:00 PM,03/28/2020 17:00:00,2,Media Consumption,Netflix,1,school,3,3,Saturday,
3/28/2020,20:00:00,03/28/2020 20:00:00,9:00 PM,03/28/2020 21:00:00,3,Social Media,Twitter,1,school,3,4,Saturday,
3/28/2020,21:00:00,03/28/2020 21:00:00,10:00 PM,03/28/2020 22:00:00,4,Socializing,Twitter,1,school,3,3,Saturday,
3/28/2020,23:00:00,03/28/2020 23:00:00,12:00 AM,03/28/2020 00:00:00,4,Socializing,Twitter,1,school,3,2,Saturday,
3/29/2020,12:00:00,03/29/2020 12:00:00,1:00 PM,03/29/2020 13:00:00,3,Social Media,Twitter,1,school,3,3,Sunday,
3/29/2020,17:00:00,03/29/2020 17:00:00,6:00 PM,03/29/2020 18:00:00,4,Socializing,Twitter,1,school,3,2,Sunday,
3/29/2020,18:00:00,03/29/2020 18:00:00,7:00 PM,03/29/2020 19:00:00,4,Socializing,Twitter,1,school,3,3,Sunday,
3/30/2020,9:00:00,03/30/2020 09:00:00,10:00 AM,03/30/2020 10:00:00,3,Social Media,Twitter,1,school,3,4,Monday,
3/30/2020,16:00:00,03/30/2020 16:00:00,5:00 PM,03/30/2020 17:00:00,4,Socializing,Movies with Friends,1,school,3,1,Monday,
3/30/2020,17:00:00,03/30/2020 17:00:00,6:00 PM,03/30/2020 18:00:00,4,Socializing,Movies with Friends,1,school,3,2,Monday,
3/30/2020,18:00:00,03/30/2020 18:00:00,7:00 PM,03/30/2020 19:00:00,4,Socializing,Movies with Friends,1,school,3,1,Monday,
3/30/2020,19:00:00,03/30/2020 19:00:00,8:00 PM,03/30/2020 20:00:00,4,Socializing,Movies with Friends,1,school,3,2,Monday,
3/30/2020,20:00:00,03/30/2020 20:00:00,9:00 PM,03/30/2020 21:00:00,4,Socializing,Movies with Friends,1,school,3,4,Monday,
3/30/2020,22:00:00,03/30/2020 22:00:00,11:00 PM,03/30/2020 23:00:00,3,Social Media,Twitter,1,school,3,3,Monday,
3/31/2020,11:00:00,03/31/2020 11:00:00,12:00 PM,03/31/2020 12:00:00,2,Media Consumption,Tiktok,1,school,4,3,Tuesday,
3/31/2020,12:00:00,03/31/2020 12:00:00,1:00 PM,03/31/2020 13:00:00,3,Social Media,Twitter,1,school,4,4,Tuesday,
3/31/2020,20:00:00,03/31/2020 20:00:00,9:00 PM,03/31/2020 21:00:00,4,Socializing,Movies with Friends,1,school,4,3,Tuesday,
3/31/2020,21:00:00,03/31/2020 21:00:00,10:00 PM,03/31/2020 22:00:00,4,Socializing,Movies with Friends,1,school,4,1,Tuesday,
4/1/2020,12:00:00,04/01/2020 12:00:00,1:00 PM,04/01/2020 13:00:00,3,Social Media,Twitter,1,school,4,2,Wednesday,
4/1/2020,20:00:00,04/01/2020 20:00:00,9:00 PM,04/01/2020 21:00:00,3,Social Media,Games with Friends,1,school,4,0,Wednesday,
4/1/2020,21:00:00,04/01/2020 21:00:00,10:00 PM,04/01/2020 22:00:00,3,Social Media,Games with Friends,1,school,4,0,Wednesday,
4/2/2020,18:00:00,04/02/2020 18:00:00,7:00 PM,04/02/2020 19:00:00,3,Social Media,Twitter,2,school,4,3,Thursday,
4/2/2020,19:00:00,04/02/2020 19:00:00,8:00 PM,04/02/2020 20:00:00,4,Socializing,Twitter,2,school,4,4,Thursday,
4/2/2020,21:00:00,04/02/2020 21:00:00,10:00 PM,04/02/2020 22:00:00,4,Socializing,Movies with Friends,2,school,4,4,Thursday,
4/2/2020,22:00:00,04/02/2020 22:00:00,11:00 PM,04/02/2020 23:00:00,5,ETC,Online Shopping,2,school,4,3,Thursday,
4/3/2020,0:00:00,04/03/2020 00:00:00,1:00 AM,04/03/2020 01:00:00,3,Social Media,Twitter,2,school,4,3,Friday,
4/3/2020,12:00:00,04/03/2020 12:00:00,1:00 PM,04/03/2020 13:00:00,2,Media Consumption,Netflix,2,school,4,1,Friday,
4/3/2020,15:00:00,04/03/2020 15:00:00,4:00 PM,04/03/2020 16:00:00,3,Social Media,Twitter,2,school,4,2,Friday,
4/3/2020,19:00:00,04/03/2020 19:00:00,8:00 PM,04/03/2020 20:00:00,4,Socializing,Twitter,2,school,4,3,Friday,
4/3/2020,20:00:00,04/03/2020 20:00:00,9:00 PM,04/03/2020 21:00:00,6,ETC,Photoshop,2,school,4,0,Friday,
4/3/2020,21:00:00,04/03/2020 21:00:00,10:00 PM,04/03/2020 22:00:00,4,Socializing,Twitter,2,school,4,2,Friday,
4/3/2020,22:00:00,04/03/2020 22:00:00,11:00 PM,04/03/2020 23:00:00,4,Socializing,Games with Friends,2,school,4,3,Friday,
4/3/2020,23:00:00,04/03/2020 23:00:00,12:00 AM,04/03/2020 00:00:00,4,Socializing,Games with Friends,2,school,4,4,Friday,
4/4/2020,0:00:00,04/04/2020 00:00:00,1:00 AM,04/04/2020 01:00:00,6,ETC,Photoshop,2,school,4,0,Saturday,
4/4/2020,13:00:00,04/04/2020 13:00:00,2:00 PM,04/04/2020 14:00:00,2,Media Consumption,Netflix,2,school,4,2,Saturday,
4/4/2020,14:00:00,04/04/2020 14:00:00,3:00 PM,04/04/2020 15:00:00,2,Media Consumption,Netflix,2,school,4,1,Saturday,
4/4/2020,15:00:00,04/04/2020 15:00:00,4:00 PM,04/04/2020 16:00:00,2,Media Consumption,Netflix,2,school,4,1,Saturday,
4/4/2020,16:00:00,04/04/2020 16:00:00,5:00 PM,04/04/2020 17:00:00,2,Media Consumption,Netflix,2,school,4,0,Saturday,
4/4/2020,17:00:00,04/04/2020 17:00:00,6:00 PM,04/04/2020 18:00:00,3,Social Media,Twitter,2,school,4,3,Saturday,
4/4/2020,18:00:00,04/04/2020 18:00:00,7:00 PM,04/04/2020 19:00:00,4,Socializing,Twitter,2,school,4,4,Saturday,
4/4/2020,22:00:00,04/04/2020 22:00:00,11:00 PM,04/04/2020 23:00:00,4,Socializing,Twitter,2,school,4,5,Saturday,
4/5/2020,13:00:00,04/05/2020 13:00:00,2:00 PM,04/05/2020 14:00:00,4,Socializing,Twitter,2,school,4,3,Sunday,
4/5/2020,21:00:00,04/05/2020 21:00:00,10:00 PM,04/05/2020 22:00:00,4,Socializing,Movies with Friends,2,school,4,4,Sunday,
4/5/2020,22:00:00,04/05/2020 22:00:00,11:00 PM,04/05/2020 23:00:00,4,Socializing,Movies with Friends,2,school,4,5,Sunday,
4/6/2020,1:00:00,04/06/2020 01:00:00,2:00 AM,04/06/2020 02:00:00,4,Socializing,Movies with Friends,3,school,4,4,Monday,
4/6/2020,2:00:00,04/06/2020 02:00:00,3:00 AM,04/06/2020 03:00:00,4,Socializing,Movies with Friends,3,school,4,4,Monday,
4/6/2020,22:00:00,04/06/2020 22:00:00,11:00 PM,04/06/2020 23:00:00,4,Socializing,Twitter,3,school,4,3,Monday,
4/7/2020,0:00:00,04/07/2020 00:00:00,1:00 AM,04/07/2020 01:00:00,4,Socializing,Twitter,3,school,5,4,Tuesday,
4/7/2020,12:00:00,04/07/2020 12:00:00,1:00 PM,04/07/2020 13:00:00,3,Social Media,Twitter,3,school,5,1,Tuesday,
4/7/2020,13:00:00,04/07/2020 13:00:00,2:00 PM,04/07/2020 14:00:00,2,Media Consumption,Vlive,3,school,5,0,Tuesday,
4/7/2020,23:00:00,04/07/2020 23:00:00,12:00 AM,04/07/2020 00:00:00,3,Social Media,Twitter + News,3,school,5,2,Tuesday,
4/8/2020,0:00:00,04/08/2020 00:00:00,1:00 AM,04/08/2020 01:00:00,4,Socializing,Movies with Friends,2,school,5,3,Wednesday,
4/8/2020,1:00:00,04/08/2020 01:00:00,2:00 AM,04/08/2020 02:00:00,4,Socializing,Movies with Friends,2,school,5,4,Wednesday,
4/8/2020,2:00:00,04/08/2020 02:00:00,3:00 AM,04/08/2020 03:00:00,4,Socializing,Movies with Friends,2,school,5,1,Wednesday,
4/8/2020,3:00:00,04/08/2020 03:00:00,4:00 AM,04/08/2020 04:00:00,4,Socializing,Movies with Friends,2,school,5,2,Wednesday,
4/8/2020,4:00:00,04/08/2020 04:00:00,5:00 AM,04/08/2020 05:00:00,4,Socializing,Movies with Friends,2,school,5,3,Wednesday,
4/8/2020,17:00:00,04/08/2020 17:00:00,6:00 PM,04/08/2020 18:00:00,3,Social Media,Twitter,2,school,5,5,Wednesday,
4/8/2020,21:00:00,04/08/2020 21:00:00,10:00 PM,04/08/2020 22:00:00,4,Socializing,Games with Friends,2,school,5,4,Wednesday,
4/8/2020,22:00:00,04/08/2020 22:00:00,11:00 PM,04/08/2020 23:00:00,4,Socializing,Games with Friends,2,school,5,3,Wednesday,
4/8/2020,23:00:00,04/08/2020 23:00:00,12:00 AM,04/08/2020 00:00:00,4,Socializing,Movies with Friends,2,school,5,2,Wednesday,
4/9/2020,1:00:00,04/09/2020 01:00:00,2:00 AM,04/09/2020 02:00:00,3,Social Media,Twitter,2,school,3,1,Thursday,
4/9/2020,4:00:00,04/09/2020 04:00:00,5:00 AM,04/09/2020 05:00:00,4,Socializing,Movies with Friends,2,school,3,2,Thursday,
4/9/2020,19:00:00,04/09/2020 19:00:00,8:00 PM,04/09/2020 20:00:00,4,Socializing,Games with Friends,2,school,3,3,Thursday,
4/9/2020,21:00:00,04/09/2020 21:00:00,10:00 PM,04/09/2020 22:00:00,3,Social Media,Twitter,2,school,3,4,Thursday,
4/9/2020,22:00:00,04/09/2020 22:00:00,11:00 PM,04/09/2020 23:00:00,3,Social Media,Twitter,2,school,3,1,Thursday,
4/10/2020,0:00:00,04/10/2020 00:00:00,1:00 AM,04/10/2020 01:00:00,5,ETC,Online Shopping,2,school,3,2,Friday,
4/10/2020,3:00:00,04/10/2020 03:00:00,4:00 AM,04/10/2020 04:00:00,4,Socializing,Games with Friends,2,school,3,3,Friday,
4/10/2020,4:00:00,04/10/2020 04:00:00,5:00 AM,04/10/2020 05:00:00,4,Socializing,Twitter,2,school,3,1,Friday,
4/10/2020,15:00:00,04/10/2020 15:00:00,4:00 PM,04/10/2020 16:00:00,3,Social Media,Twitter,2,school,3,2,Friday,
4/10/2020,18:00:00,04/10/2020 18:00:00,7:00 PM,04/10/2020 19:00:00,3,Social Media,Twitter,2,school,3,4,Friday,
4/10/2020,22:00:00,04/10/2020 22:00:00,11:00 PM,04/10/2020 23:00:00,4,Socializing,Movies with Friends,2,school,3,4,Friday,
4/10/2020,23:00:00,04/10/2020 23:00:00,12:00 AM,04/10/2020 00:00:00,4,Socializing,Movies with Friends,2,school,3,1,Friday,
4/11/2020,0:00:00,04/11/2020 00:00:00,1:00 AM,04/11/2020 01:00:00,4,Socializing,Twitter,2,school,4,2,Saturday,
4/11/2020,1:00:00,04/11/2020 01:00:00,2:00 AM,04/11/2020 02:00:00,4,Socializing,Twitter,2,school,4,3,Saturday,
4/11/2020,2:00:00,04/11/2020 02:00:00,3:00 AM,04/11/2020 03:00:00,4,Socializing,Twitter,2,school,4,4,Saturday,
4/11/2020,3:00:00,04/11/2020 03:00:00,4:00 AM,04/11/2020 04:00:00,3,Social Media,Twitter,2,school,4,1,Saturday,
4/11/2020,20:00:00,04/11/2020 20:00:00,9:00 PM,04/11/2020 21:00:00,3,Social Media,Twitter + Discord,2,school,4,2,Saturday,
4/11/2020,22:00:00,04/11/2020 22:00:00,11:00 PM,04/11/2020 23:00:00,3,Social Media,Twitter + Discord,2,school,4,3,Saturday,
4/12/2020,2:00:00,04/12/2020 02:00:00,3:00 AM,04/12/2020 03:00:00,3,Social Media,Twitter + Discord,2,school,5,4,Sunday,
4/12/2020,3:00:00,04/12/2020 03:00:00,4:00 AM,04/12/2020 04:00:00,3,Social Media,Twitter,2,school,5,1,Sunday,
4/12/2020,4:00:00,04/12/2020 04:00:00,5:00 AM,04/12/2020 05:00:00,3,Social Media,Twitter,2,school,5,2,Sunday,
4/12/2020,17:00:00,04/12/2020 17:00:00,6:00 PM,04/12/2020 18:00:00,3,Social Media,Twitter,2,school,5,3,Sunday,
4/12/2020,20:00:00,04/12/2020 20:00:00,9:00 PM,04/12/2020 21:00:00,4,Socializing,Twitter,2,school,5,2,Sunday,
4/12/2020,21:00:00,04/12/2020 21:00:00,10:00 PM,04/12/2020 22:00:00,4,Socializing,Movies with Friends,2,school,5,1,Sunday,
4/12/2020,23:00:00,04/12/2020 23:00:00,12:00 AM,04/12/2020 00:00:00,4,Socializing,Movies with Friends,2,school,5,2,Sunday,
4/13/2020,1:00:00,04/13/2020 01:00:00,2:00 AM,04/13/2020 02:00:00,4,Socializing,Twitter,3,school,5,2,Monday,
